Year,Trustees Report,Exact age,Male Death Probability,Male Number of lives,Male Life Expectancy,Female Death Probability,Female Number of lives,Female Life Expectancy
2014,2017 Trustees Report,39,0,96050,39.52,0,97856,43.44
2014,2017 Trustees Report,40,0,95856,38.6,0,97735,42.49
2014,2017 Trustees Report,41,0,95653,37.68,0,97604,41.55
2014,2017 Trustees Report,42,0,95437,36.76,0,97463,40.61
2014,2017 Trustees Report,43,0,95207,35.85,0,97311,39.67
2014,2017 Trustees Report,44,0,94958,34.95,0,97146,38.74
2014,2017 Trustees Report,45,0,94688,34.04,0,96966,37.81
2014,2017 Trustees Report,46,0,94394,33.15,0,96771,36.88
2014,2017 Trustees Report,47,0,94073,32.26,0,96559,35.96
2014,2017 Trustees Report,48,0,93721,31.38,0,96327,35.05
2014,2017 Trustees Report,49,0,93336,30.51,0,96072,34.14
2014,2017 Trustees Report,50,0,92913,29.64,0,95794,33.24
2014,2017 Trustees Report,51,0.01,92449,28.79,0,95488,32.34
2014,2017 Trustees Report,52,0.01,91943,27.94,0,95155,31.45
2014,2017 Trustees Report,53,0.01,91392,27.11,0,94794,30.57
2014,2017 Trustees Report,54,0.01,90792,26.29,0,94405,29.7
2014,2017 Trustees Report,55,0.01,90142,25.47,0,93987,28.83
2014,2017 Trustees Report,56,0.01,89439,24.67,0.01,93539,27.96
2014,2017 Trustees Report,57,0.01,88681,23.87,0.01,93057,27.1
2014,2017 Trustees Report,58,0.01,87867,23.09,0.01,92542,26.25
2014,2017 Trustees Report,59,0.01,87001,22.32,0.01,91997,25.4
2014,2017 Trustees Report,60,0.01,86081,21.55,0.01,91420,24.56
2014,2017 Trustees Report,61,0.01,85104,20.79,0.01,90809,23.72
2014,2017 Trustees Report,62,0.01,84065,20.04,0.01,90157,22.89
2014,2017 Trustees Report,63,0.01,82967,19.3,0.01,89461,22.07
2014,2017 Trustees Report,64,0.01,81812,18.57,0.01,88715,21.25
2014,2017 Trustees Report,65,0.02,80600,17.84,0.01,87914,20.44
2014,2017 Trustees Report,66,0.02,79324,17.12,0.01,87049,19.63
2014,2017 Trustees Report,67,0.02,77977,16.4,0.01,86114,18.84
2014,2017 Trustees Report,68,0.02,76550,15.7,0.01,85102,18.06
2014,2017 Trustees Report,69,0.02,75036,15.01,0.01,84006,17.29
2014,2017 Trustees Report,70,0.02,73427,14.32,0.02,82818,16.53
2014,2017 Trustees Report,71,0.03,71710,13.66,0.02,81525,15.78
2014,2017 Trustees Report,72,0.03,69878,13,0.02,80117,15.05
2014,2017 Trustees Report,73,0.03,67930,12.36,0.02,78591,14.34
2014,2017 Trustees Report,74,0.03,65866,11.73,0.02,76947,13.63
2014,2017 Trustees Report,75,0.04,63686,11.11,0.03,75182,12.94
2014,2017 Trustees Report,76,0.04,61377,10.51,0.03,73280,12.26
2014,2017 Trustees Report,77,0.04,58930,9.93,0.03,71225,11.6
2014,2017 Trustees Report,78,0.05,56344,9.36,0.03,69008,10.96
2014,2017 Trustees Report,79,0.05,53625,8.81,0.04,66621,10.33
2014,2017 Trustees Report,80,0.06,50776,8.28,0.04,64059,9.73
2014,2017 Trustees Report,81,0.07,47795,7.76,0.05,61304,9.14
2014,2017 Trustees Report,82,0.07,44685,7.27,0.05,58350,8.58
2014,2017 Trustees Report,83,0.08,41461,6.8,0.06,55213,8.04
2014,2017 Trustees Report,84,0.09,38148,6.34,0.07,51913,7.52
2014,2017 Trustees Report,85,0.1,34771,5.91,0.07,48467,7.01
2014,2017 Trustees Report,86,0.11,31358,5.5,0.08,44889,6.53
2014,2017 Trustees Report,87,0.12,27943,5.11,0.09,41191,6.08
2014,2017 Trustees Report,88,0.13,24565,4.74,0.1,37394,5.64
2014,2017 Trustees Report,89,0.15,21270,4.4,0.12,33531,5.23
2014,2017 Trustees Report,90,0.16,18107,4.08,0.13,29650,4.85
2014,2017 Trustees Report,91,0.18,15128,3.79,0.14,25811,4.5
2014,2017 Trustees Report,92,0.2,12381,3.52,0.16,22083,4.18
2014,2017 Trustees Report,93,0.22,9906,3.27,0.18,18536,3.88
2014,2017 Trustees Report,94,0.24,7733,3.05,0.2,15240,3.61
2014,2017 Trustees Report,95,0.26,5878,2.85,0.21,12250,3.37
2014,2017 Trustees Report,96,0.28,4348,2.68,0.23,9620,3.16
2014,2017 Trustees Report,97,0.3,3130,2.53,0.25,7378,2.96
2014,2017 Trustees Report,98,0.32,2194,2.39,0.27,5525,2.79
2014,2017 Trustees Report,99,0.33,1500,2.27,0.28,4043,2.63
2014,2017 Trustees Report,100,0.35,1001,2.15,0.3,2893,2.48
2014,2017 Trustees Report,101,0.37,652,2.04,0.32,2021,2.33
2014,2017 Trustees Report,102,0.38,413,1.93,0.34,1375,2.19
2014,2017 Trustees Report,103,0.4,254,1.83,0.36,909,2.06
2014,2017 Trustees Report,104,0.42,151,1.73,0.38,583,1.93
2014,2017 Trustees Report,105,0.45,87,1.63,0.4,361,1.81
2014,2017 Trustees Report,106,0.47,48,1.54,0.43,215,1.69
2014,2017 Trustees Report,107,0.49,26,1.45,0.45,123,1.58
2014,2017 Trustees Report,108,0.52,13,1.36,0.48,67,1.47
2014,2017 Trustees Report,109,0.54,6,1.28,0.51,35,1.37
2014,2017 Trustees Report,110,0.57,3,1.2,0.54,17,1.27
2014,2017 Trustees Report,111,0.6,1,1.13,0.57,8,1.18
2014,2017 Trustees Report,112,0.63,1,1.05,0.61,3,1.09
2014,2017 Trustees Report,113,0.66,0,0.98,0.64,1,1.01
2014,2017 Trustees Report,114,0.69,0,0.92,0.68,0,0.93
2014,2017 Trustees Report,115,0.73,0,0.86,0.72,0,0.86
2014,2017 Trustees Report,116,0.76,0,0.79,0.76,0,0.79
2014,2017 Trustees Report,117,0.8,0,0.74,0.8,0,0.74
2014,2017 Trustees Report,118,0.84,0,0.68,0.84,0,0.68
2014,2017 Trustees Report,119,0.88,0,0.63,0.88,0,0.63
2015,2018 Trustees Report,0,0.01,100000,76.15,0.01,100000,80.97
2015,2018 Trustees Report,1,0,99362,75.63,0,99463,80.41
2015,2018 Trustees Report,2,0,99317,74.67,0,99427,79.44
2015,2018 Trustees Report,3,0,99289,73.69,0,99405,78.45
2015,2018 Trustees Report,4,0,99266,72.71,0,99388,77.47
2015,2018 Trustees Report,5,0,99249,71.72,0,99375,76.48
2015,2018 Trustees Report,6,0,99234,70.73,0,99364,75.48
2015,2018 Trustees Report,7,0,99219,69.74,0,99353,74.49
2015,2018 Trustees Report,8,0,99206,68.75,0,99343,73.5
2015,2018 Trustees Report,9,0,99194,67.76,0,99334,72.51
2015,2018 Trustees Report,10,0,99184,66.76,0,99325,71.51
2015,2018 Trustees Report,11,0,99174,65.77,0,99316,70.52
2015,2018 Trustees Report,12,0,99164,64.78,0,99306,69.53
2015,2018 Trustees Report,13,0,99151,63.79,0,99295,68.53
2015,2018 Trustees Report,14,0,99131,62.8,0,99281,67.54
2015,2018 Trustees Report,15,0,99100,61.82,0,99264,66.56
2015,2018 Trustees Report,16,0,99059,60.84,0,99243,65.57
2015,2018 Trustees Report,17,0,99006,59.88,0,99217,64.59
2015,2018 Trustees Report,18,0,98941,58.91,0,99188,63.61
2015,2018 Trustees Report,19,0,98863,57.96,0,99156,62.63
2015,2018 Trustees Report,20,0,98771,57.01,0,99120,61.65
2015,2018 Trustees Report,21,0,98663,56.08,0,99080,60.67
2015,2018 Trustees Report,22,0,98542,55.14,0,99037,59.7
2015,2018 Trustees Report,23,0,98410,54.22,0,98990,58.73
2015,2018 Trustees Report,24,0,98272,53.29,0,98941,57.76
2015,2018 Trustees Report,25,0,98131,52.37,0,98890,56.79
2015,2018 Trustees Report,26,0,97989,51.44,0,98836,55.82
2015,2018 Trustees Report,27,0,97844,50.52,0,98779,54.85
2015,2018 Trustees Report,28,0,97698,49.59,0,98719,53.88
2015,2018 Trustees Report,29,0,97547,48.67,0,98656,52.92
2015,2018 Trustees Report,30,0,97393,47.75,0,98588,51.95
2015,2018 Trustees Report,31,0,97235,46.82,0,98515,50.99
2015,2018 Trustees Report,32,0,97072,45.9,0,98437,50.03
2015,2018 Trustees Report,33,0,96906,44.98,0,98354,49.07
2015,2018 Trustees Report,34,0,96736,44.06,0,98267,48.11
2015,2018 Trustees Report,35,0,96562,43.14,0,98175,47.16
2015,2018 Trustees Report,36,0,96383,42.22,0,98080,46.2
2015,2018 Trustees Report,37,0,96198,41.3,0,97978,45.25
2015,2018 Trustees Report,38,0,96006,40.38,0,97870,44.3
2015,2018 Trustees Report,39,0,95809,39.46,0,97756,43.35
2015,2018 Trustees Report,40,0,95603,38.54,0,97633,42.41
2015,2018 Trustees Report,41,0,95389,37.63,0,97502,41.46
2015,2018 Trustees Report,42,0,95164,36.72,0,97360,40.52
2015,2018 Trustees Report,43,0,94925,35.81,0,97207,39.59
2015,2018 Trustees Report,44,0,94671,34.9,0,97041,38.65
2015,2018 Trustees Report,45,0,94397,34,0,96861,37.72
2015,2018 Trustees Report,46,0,94102,33.11,0,96665,36.8
2015,2018 Trustees Report,47,0,93784,32.22,0,96452,35.88
2015,2018 Trustees Report,48,0,93436,31.34,0,96220,34.96
2015,2018 Trustees Report,49,0,93054,30.46,0,95965,34.06
2015,2018 Trustees Report,50,0.01,92632,29.6,0,95686,33.15
2015,2018 Trustees Report,51,0.01,92168,28.75,0,95380,32.26
2015,2018 Trustees Report,52,0.01,91659,27.9,0,95047,31.37
2015,2018 Trustees Report,53,0.01,91103,27.07,0,94686,30.49
2015,2018 Trustees Report,54,0.01,90501,26.25,0,94296,29.61
2015,2018 Trustees Report,55,0.01,89851,25.43,0,93877,28.74
2015,2018 Trustees Report,56,0.01,89150,24.63,0.01,93425,27.88
2015,2018 Trustees Report,57,0.01,88396,23.83,0.01,92939,27.02
2015,2018 Trustees Report,58,0.01,87588,23.05,0.01,92420,26.17
2015,2018 Trustees Report,59,0.01,86724,22.27,0.01,91870,25.32
2015,2018 Trustees Report,60,0.01,85802,21.51,0.01,91289,24.48
2015,2018 Trustees Report,61,0.01,84819,20.75,0.01,90673,23.64
2015,2018 Trustees Report,62,0.01,83772,20,0.01,90017,22.81
2015,2018 Trustees Report,63,0.01,82663,19.27,0.01,89317,21.99
2015,2018 Trustees Report,64,0.01,81498,18.53,0.01,88569,21.17
2015,2018 Trustees Report,65,0.02,80277,17.81,0.01,87769,20.36
2015,2018 Trustees Report,66,0.02,78995,17.09,0.01,86910,19.55
2015,2018 Trustees Report,67,0.02,77644,16.38,0.01,85982,18.76
2015,2018 Trustees Report,68,0.02,76216,15.68,0.01,84978,17.98
2015,2018 Trustees Report,69,0.02,74704,14.98,0.01,83889,17.2
2015,2018 Trustees Report,70,0.02,73100,14.3,0.02,82706,16.44
2015,2018 Trustees Report,71,0.03,71393,13.63,0.02,81414,15.69
2015,2018 Trustees Report,72,0.03,69574,12.97,0.02,80004,14.96
2015,2018 Trustees Report,73,0.03,67640,12.33,0.02,78475,14.24
2015,2018 Trustees Report,74,0.03,65592,11.7,0.02,76827,13.54
2015,2018 Trustees Report,75,0.04,63426,11.08,0.03,75058,12.85
2015,2018 Trustees Report,76,0.04,61130,10.48,0.03,73150,12.17
2015,2018 Trustees Report,77,0.04,58693,9.89,0.03,71088,11.51
2015,2018 Trustees Report,78,0.05,56117,9.33,0.03,68862,10.86
2015,2018 Trustees Report,79,0.05,53406,8.77,0.04,66466,10.24
2015,2018 Trustees Report,80,0.06,50564,8.24,0.04,63895,9.63
2015,2018 Trustees Report,81,0.07,47585,7.72,0.05,61131,9.04
2015,2018 Trustees Report,82,0.07,44475,7.23,0.05,58167,8.48
2015,2018 Trustees Report,83,0.08,41251,6.75,0.06,55013,7.93
2015,2018 Trustees Report,84,0.09,37939,6.3,0.07,51688,7.41
2015,2018 Trustees Report,85,0.1,34566,5.87,0.08,48207,6.91
2015,2018 Trustees Report,86,0.11,31158,5.45,0.08,44585,6.43
2015,2018 Trustees Report,87,0.12,27748,5.06,0.09,40838,5.98
2015,2018 Trustees Report,88,0.14,24374,4.69,0.11,36992,5.54
2015,2018 Trustees Report,89,0.15,21079,4.35,0.12,33085,5.14
2015,2018 Trustees Report,90,0.17,17915,4.03,0.13,29167,4.76
2015,2018 Trustees Report,91,0.18,14934,3.73,0.15,25303,4.41
2015,2018 Trustees Report,92,0.2,12186,3.46,0.16,21563,4.09
2015,2018 Trustees Report,93,0.22,9714,3.21,0.18,18020,3.8
2015,2018 Trustees Report,94,0.24,7549,2.99,0.2,14740,3.54
2015,2018 Trustees Report,95,0.27,5706,2.8,0.22,11781,3.3
2015,2018 Trustees Report,96,0.29,4193,2.63,0.24,9192,3.09
2015,2018 Trustees Report,97,0.3,2996,2.48,0.26,6998,2.9
2015,2018 Trustees Report,98,0.32,2083,2.34,0.27,5199,2.73
2015,2018 Trustees Report,99,0.34,1410,2.22,0.29,3771,2.57
2015,2018 Trustees Report,100,0.36,932,2.11,0.31,2673,2.42
2015,2018 Trustees Report,101,0.37,600,2,0.33,1848,2.27
2015,2018 Trustees Report,102,0.39,376,1.89,0.35,1243,2.14
2015,2018 Trustees Report,103,0.41,228,1.79,0.37,812,2
2015,2018 Trustees Report,104,0.43,134,1.69,0.39,514,1.88
2015,2018 Trustees Report,105,0.45,76,1.59,0.41,313,1.76
2015,2018 Trustees Report,106,0.48,42,1.5,0.44,184,1.64
2015,2018 Trustees Report,107,0.5,22,1.41,0.46,103,1.53
2015,2018 Trustees Report,108,0.53,11,1.33,0.49,55,1.43
2015,2018 Trustees Report,109,0.55,5,1.25,0.52,28,1.33
2015,2018 Trustees Report,110,0.58,2,1.17,0.55,13,1.24
2015,2018 Trustees Report,111,0.61,1,1.1,0.59,6,1.15
2015,2018 Trustees Report,112,0.64,0,1.03,0.62,2,1.06
2015,2018 Trustees Report,113,0.67,0,0.96,0.66,1,0.98
2015,2018 Trustees Report,114,0.7,0,0.89,0.7,0,0.9
2015,2018 Trustees Report,115,0.74,0,0.83,0.74,0,0.83
2015,2018 Trustees Report,116,0.78,0,0.77,0.78,0,0.77
2015,2018 Trustees Report,117,0.82,0,0.71,0.82,0,0.71
2015,2018 Trustees Report,118,0.86,0,0.66,0.86,0,0.66
2015,2018 Trustees Report,119,0.9,0,0.61,0.9,0,0.61
2016,2019 Trustees Report,0,0.01,100000,76.04,0.01,100000,80.99
2016,2019 Trustees Report,1,0,99364,75.52,0,99467,80.43
2016,2019 Trustees Report,2,0,99321,74.55,0,99431,79.46
2016,2019 Trustees Report,3,0,99292,73.58,0,99407,78.48
2016,2019 Trustees Report,4,0,99269,72.59,0,99390,77.49
2016,2019 Trustees Report,5,0,99252,71.6,0,99375,76.5
2016,2019 Trustees Report,6,0,99237,70.62,0,99361,75.51
2016,2019 Trustees Report,7,0,99222,69.63,0,99349,74.52
2016,2019 Trustees Report,8,0,99209,68.64,0,99338,73.53
2016,2019 Trustees Report,9,0,99197,67.64,0,99328,72.54
2016,2019 Trustees Report,10,0,99187,66.65,0,99319,71.54
2016,2019 Trustees Report,11,0,99178,65.66,0,99310,70.55
2016,2019 Trustees Report,12,0,99169,64.66,0,99300,69.56
2016,2019 Trustees Report,13,0,99156,63.67,0,99289,68.56
2016,2019 Trustees Report,14,0,99135,62.68,0,99275,67.57
2016,2019 Trustees Report,15,0,99103,61.7,0,99258,66.58
2016,2019 Trustees Report,16,0,99060,60.73,0,99236,65.6
2016,2019 Trustees Report,17,0,99004,59.76,0,99211,64.62
2016,2019 Trustees Report,18,0,98934,58.81,0,99181,63.63
2016,2019 Trustees Report,19,0,98850,57.86,0,99147,62.66
2016,2019 Trustees Report,20,0,98751,56.91,0,99109,61.68
2016,2019 Trustees Report,21,0,98635,55.98,0,99067,60.71
2016,2019 Trustees Report,22,0,98504,55.05,0,99021,59.73
2016,2019 Trustees Report,23,0,98360,54.13,0,98971,58.76
2016,2019 Trustees Report,24,0,98210,53.22,0,98918,57.8
2016,2019 Trustees Report,25,0,98055,52.3,0,98861,56.83
2016,2019 Trustees Report,26,0,97898,51.38,0,98802,55.86
2016,2019 Trustees Report,27,0,97738,50.47,0,98740,54.9
2016,2019 Trustees Report,28,0,97575,49.55,0,98674,53.93
2016,2019 Trustees Report,29,0,97408,48.63,0,98605,52.97
2016,2019 Trustees Report,30,0,97238,47.72,0,98530,52.01
2016,2019 Trustees Report,31,0,97063,46.8,0,98451,51.05
2016,2019 Trustees Report,32,0,96885,45.89,0,98367,50.09
2016,2019 Trustees Report,33,0,96703,44.97,0,98278,49.14
2016,2019 Trustees Report,34,0,96516,44.06,0,98184,48.19
2016,2019 Trustees Report,35,0,96325,43.15,0,98085,47.23
2016,2019 Trustees Report,36,0,96127,42.23,0,97980,46.28
2016,2019 Trustees Report,37,0,95923,41.32,0,97869,45.34
2016,2019 Trustees Report,38,0,95712,40.41,0,97752,44.39
2016,2019 Trustees Report,39,0,95495,39.5,0,97628,43.45
2016,2019 Trustees Report,40,0,95272,38.59,0,97499,42.5
2016,2019 Trustees Report,41,0,95042,37.69,0,97362,41.56
2016,2019 Trustees Report,42,0,94801,36.78,0,97217,40.62
2016,2019 Trustees Report,43,0,94549,35.88,0,97061,39.69
2016,2019 Trustees Report,44,0,94282,34.98,0,96894,38.76
2016,2019 Trustees Report,45,0,93998,34.08,0,96713,37.83
2016,2019 Trustees Report,46,0,93694,33.19,0,96516,36.9
2016,2019 Trustees Report,47,0,93369,32.3,0,96303,35.98
2016,2019 Trustees Report,48,0,93016,31.43,0,96070,35.07
2016,2019 Trustees Report,49,0,92631,30.55,0,95815,34.16
2016,2019 Trustees Report,50,0.01,92209,29.69,0,95536,33.26
2016,2019 Trustees Report,51,0.01,91747,28.84,0,95231,32.36
2016,2019 Trustees Report,52,0.01,91243,27.99,0,94899,31.48
2016,2019 Trustees Report,53,0.01,90694,27.16,0,94538,30.59
2016,2019 Trustees Report,54,0.01,90098,26.34,0,94148,29.72
2016,2019 Trustees Report,55,0.01,89452,25.52,0,93728,28.85
2016,2019 Trustees Report,56,0.01,88754,24.72,0.01,93275,27.99
2016,2019 Trustees Report,57,0.01,88001,23.93,0.01,92788,27.13
2016,2019 Trustees Report,58,0.01,87193,23.15,0.01,92267,26.28
2016,2019 Trustees Report,59,0.01,86329,22.37,0.01,91714,25.44
2016,2019 Trustees Report,60,0.01,85407,21.61,0.01,91127,24.6
2016,2019 Trustees Report,61,0.01,84422,20.85,0.01,90503,23.76
2016,2019 Trustees Report,62,0.01,83372,20.11,0.01,89837,22.94
2016,2019 Trustees Report,63,0.01,82263,19.37,0.01,89128,22.12
2016,2019 Trustees Report,64,0.01,81102,18.65,0.01,88375,21.3
2016,2019 Trustees Report,65,0.02,79893,17.92,0.01,87574,20.49
2016,2019 Trustees Report,66,0.02,78630,17.2,0.01,86719,19.69
2016,2019 Trustees Report,67,0.02,77303,16.49,0.01,85801,18.89
2016,2019 Trustees Report,68,0.02,75904,15.78,0.01,84811,18.11
2016,2019 Trustees Report,69,0.02,74421,15.09,0.01,83739,17.33
2016,2019 Trustees Report,70,0.02,72843,14.4,0.02,82573,16.57
2016,2019 Trustees Report,71,0.03,71158,13.73,0.02,81301,15.82
2016,2019 Trustees Report,72,0.03,69360,13.07,0.02,79911,15.09
2016,2019 Trustees Report,73,0.03,67447,12.43,0.02,78404,14.37
2016,2019 Trustees Report,74,0.03,65419,11.8,0.02,76781,13.66
2016,2019 Trustees Report,75,0.04,63274,11.18,0.03,75038,12.97
2016,2019 Trustees Report,76,0.04,60998,10.58,0.03,73159,12.29
2016,2019 Trustees Report,77,0.04,58583,10,0.03,71128,11.62
2016,2019 Trustees Report,78,0.05,56034,9.43,0.03,68936,10.98
2016,2019 Trustees Report,79,0.05,53360,8.88,0.04,66576,10.35
2016,2019 Trustees Report,80,0.06,50567,8.34,0.04,64042,9.74
2016,2019 Trustees Report,81,0.06,47648,7.82,0.05,61318,9.15
2016,2019 Trustees Report,82,0.07,44604,7.32,0.05,58395,8.58
2016,2019 Trustees Report,83,0.08,41447,6.84,0.06,55284,8.04
2016,2019 Trustees Report,84,0.09,38196,6.38,0.07,52001,7.51
2016,2019 Trustees Report,85,0.1,34873,5.94,0.07,48562,7.01
2016,2019 Trustees Report,86,0.11,31504,5.52,0.08,44980,6.53
2016,2019 Trustees Report,87,0.12,28121,5.12,0.09,41271,6.07
2016,2019 Trustees Report,88,0.13,24762,4.75,0.1,37459,5.64
2016,2019 Trustees Report,89,0.15,21472,4.4,0.12,33580,5.23
2016,2019 Trustees Report,90,0.16,18303,4.08,0.13,29685,4.85
2016,2019 Trustees Report,91,0.18,15307,3.78,0.14,25835,4.5
2016,2019 Trustees Report,92,0.2,12535,3.5,0.16,22098,4.18
2016,2019 Trustees Report,93,0.22,10030,3.25,0.18,18546,3.88
2016,2019 Trustees Report,94,0.24,7826,3.03,0.2,15245,3.61
2016,2019 Trustees Report,95,0.26,5941,2.83,0.21,12253,3.37
2016,2019 Trustees Report,96,0.28,4385,2.66,0.23,9622,3.16
2016,2019 Trustees Report,97,0.3,3147,2.51,0.25,7378,2.96
2016,2019 Trustees Report,98,0.32,2198,2.37,0.27,5525,2.79
2016,2019 Trustees Report,99,0.34,1496,2.25,0.28,4042,2.63
2016,2019 Trustees Report,100,0.35,994,2.13,0.3,2892,2.48
2016,2019 Trustees Report,101,0.37,644,2.02,0.32,2020,2.33
2016,2019 Trustees Report,102,0.39,406,1.91,0.34,1374,2.19
2016,2019 Trustees Report,103,0.41,248,1.81,0.36,909,2.06
2016,2019 Trustees Report,104,0.43,147,1.71,0.38,582,1.93
2016,2019 Trustees Report,105,0.45,84,1.61,0.4,361,1.81
2016,2019 Trustees Report,106,0.47,46,1.52,0.43,215,1.69
2016,2019 Trustees Report,107,0.5,24,1.43,0.45,123,1.58
2016,2019 Trustees Report,108,0.52,12,1.35,0.48,67,1.47
2016,2019 Trustees Report,109,0.55,6,1.27,0.51,35,1.37
2016,2019 Trustees Report,110,0.57,3,1.19,0.54,17,1.27
2016,2019 Trustees Report,111,0.6,1,1.11,0.57,8,1.18
2016,2019 Trustees Report,112,0.63,0,1.04,0.61,3,1.09
2016,2019 Trustees Report,113,0.66,0,0.97,0.64,1,1.01
2016,2019 Trustees Report,114,0.7,0,0.91,0.68,0,0.93
2016,2019 Trustees Report,115,0.73,0,0.84,0.72,0,0.86
2016,2019 Trustees Report,116,0.77,0,0.78,0.77,0,0.79
2016,2019 Trustees Report,117,0.81,0,0.73,0.81,0,0.73
2016,2019 Trustees Report,118,0.85,0,0.67,0.85,0,0.67
2016,2019 Trustees Report,119,0.89,0,0.62,0.89,0,0.62
2017,2020 Trustees Report,0,0.01,100000,75.97,0.01,100000,80.96
2017,2020 Trustees Report,1,0,99370,75.45,0,99477,80.39
2017,2020 Trustees Report,2,0,99327,74.48,0,99443,79.42
2017,2020 Trustees Report,3,0,99298,73.5,0,99422,78.43
2017,2020 Trustees Report,4,0,99276,72.52,0,99406,77.45
2017,2020 Trustees Report,5,0,99260,71.53,0,99392,76.46
2017,2020 Trustees Report,6,0,99245,70.54,0,99379,75.47
2017,2020 Trustees Report,7,0,99232,69.55,0,99368,74.47
2017,2020 Trustees Report,8,0,99219,68.56,0,99358,73.48
2017,2020 Trustees Report,9,0,99208,67.57,0,99348,72.49
2017,2020 Trustees Report,10,0,99197,66.57,0,99339,71.5
2017,2020 Trustees Report,11,0,99188,65.58,0,99330,70.5
2017,2020 Trustees Report,12,0,99177,64.59,0,99320,69.51
2017,2020 Trustees Report,13,0,99162,63.6,0,99309,68.52
2017,2020 Trustees Report,14,0,99139,62.61,0,99295,67.53
2017,2020 Trustees Report,15,0,99105,61.63,0,99278,66.54
2017,2020 Trustees Report,16,0,99059,60.66,0,99257,65.55
2017,2020 Trustees Report,17,0,99001,59.7,0,99232,64.57
2017,2020 Trustees Report,18,0,98929,58.74,0,99203,63.59
2017,2020 Trustees Report,19,0,98845,57.79,0,99170,62.61
2017,2020 Trustees Report,20,0,98746,56.85,0,99132,61.63
2017,2020 Trustees Report,21,0,98633,55.91,0,99090,60.66
2017,2020 Trustees Report,22,0,98506,54.98,0,99044,59.69
2017,2020 Trustees Report,23,0,98367,54.06,0,98993,58.72
2017,2020 Trustees Report,24,0,98220,53.14,0,98938,57.75
2017,2020 Trustees Report,25,0,98067,52.22,0,98880,56.78
2017,2020 Trustees Report,26,0,97910,51.31,0,98820,55.82
2017,2020 Trustees Report,27,0,97746,50.39,0,98756,54.85
2017,2020 Trustees Report,28,0,97579,49.48,0,98689,53.89
2017,2020 Trustees Report,29,0,97406,48.56,0,98617,52.93
2017,2020 Trustees Report,30,0,97229,47.65,0,98540,51.97
2017,2020 Trustees Report,31,0,97048,46.74,0,98458,51.01
2017,2020 Trustees Report,32,0,96862,45.83,0,98370,50.06
2017,2020 Trustees Report,33,0,96672,44.92,0,98278,49.1
2017,2020 Trustees Report,34,0,96478,44.01,0,98181,48.15
2017,2020 Trustees Report,35,0,96278,43.1,0,98079,47.2
2017,2020 Trustees Report,36,0,96072,42.19,0,97973,46.25
2017,2020 Trustees Report,37,0,95860,41.28,0,97861,45.3
2017,2020 Trustees Report,38,0,95641,40.37,0,97743,44.36
2017,2020 Trustees Report,39,0,95417,39.47,0,97619,43.41
2017,2020 Trustees Report,40,0,95188,38.56,0,97488,42.47
2017,2020 Trustees Report,41,0,94951,37.65,0,97348,41.53
2017,2020 Trustees Report,42,0,94706,36.75,0,97200,40.59
2017,2020 Trustees Report,43,0,94450,35.85,0,97042,39.66
2017,2020 Trustees Report,44,0,94178,34.95,0,96872,38.73
2017,2020 Trustees Report,45,0,93890,34.06,0,96690,37.8
2017,2020 Trustees Report,46,0,93581,33.17,0,96494,36.88
2017,2020 Trustees Report,47,0,93250,32.28,0,96282,35.96
2017,2020 Trustees Report,48,0,92893,31.41,0,96052,35.04
2017,2020 Trustees Report,49,0,92505,30.54,0,95802,34.13
2017,2020 Trustees Report,50,0,92082,29.67,0,95529,33.23
2017,2020 Trustees Report,51,0.01,91622,28.82,0,95231,32.33
2017,2020 Trustees Report,52,0.01,91122,27.98,0,94907,31.44
2017,2020 Trustees Report,53,0.01,90577,27.14,0,94554,30.55
2017,2020 Trustees Report,54,0.01,89986,26.32,0,94171,29.68
2017,2020 Trustees Report,55,0.01,89345,25.5,0,93755,28.81
2017,2020 Trustees Report,56,0.01,88651,24.7,0.01,93304,27.94
2017,2020 Trustees Report,57,0.01,87903,23.9,0.01,92816,27.09
2017,2020 Trustees Report,58,0.01,87098,23.12,0.01,92292,26.24
2017,2020 Trustees Report,59,0.01,86236,22.34,0.01,91734,25.39
2017,2020 Trustees Report,60,0.01,85316,21.58,0.01,91143,24.56
2017,2020 Trustees Report,61,0.01,84333,20.83,0.01,90515,23.72
2017,2020 Trustees Report,62,0.01,83286,20.08,0.01,89846,22.9
2017,2020 Trustees Report,63,0.01,82177,19.35,0.01,89134,22.07
2017,2020 Trustees Report,64,0.02,81013,18.62,0.01,88375,21.26
2017,2020 Trustees Report,65,0.02,79795,17.89,0.01,87568,20.45
2017,2020 Trustees Report,66,0.02,78518,17.18,0.01,86703,19.65
2017,2020 Trustees Report,67,0.02,77172,16.47,0.01,85774,18.86
2017,2020 Trustees Report,68,0.02,75755,15.77,0.01,84774,18.07
2017,2020 Trustees Report,69,0.02,74263,15.07,0.01,83696,17.3
2017,2020 Trustees Report,70,0.02,72691,14.39,0.02,82533,16.54
2017,2020 Trustees Report,71,0.02,71027,13.71,0.02,81272,15.79
2017,2020 Trustees Report,72,0.03,69261,13.05,0.02,79900,15.05
2017,2020 Trustees Report,73,0.03,67384,12.4,0.02,78413,14.32
2017,2020 Trustees Report,74,0.03,65390,11.76,0.02,76809,13.61
2017,2020 Trustees Report,75,0.04,63272,11.14,0.02,75079,12.92
2017,2020 Trustees Report,76,0.04,61015,10.53,0.03,73207,12.23
